sr_no,HostTimestamp,NodeTimestamp,X_mg,Y_mg,Z_mg,X_mGa,Y_mGa,Z_mGa,X_dps,Y (dps),Z_dps,move_type
52,21570,10993.0,-114.0,-991.0,196.0,222.0,-186.0,-358.0,-1.2,3.7,0.7,S
79,239602,49675.0,-23.0,110.0,992.0,121.0,-85.0,-79.0,1.7,-2.8,3.1,W
96,348261,63259.0,-138.0,293.0,987.0,73.0,-66.0,-102.0,1.0,2.9,1.8,W
25,1780623,234371.0,69.0,-1000.0,-87.0,304.0,-216.0,-225.0,-18.4,1.0,-2.1,U
44,194021,25205.0,2.0,-206.0,990.0,-219.0,-444.0,-93.0,3.7,-2.0,-0.8,D
23,896269,117128.0,104.0,-207.0,971.0,-141.0,-463.0,-60.0,-0.5,1.1,2.3,L
52,1206072,162546.0,-9.0,-988.0,106.0,277.0,-213.0,-333.0,-8.5,4.9,5.8,L
10,487851,117548.0,171.0,-155.0,724.0,-268.0,-456.0,-93.0,2.8,-3.9,-5.0,U
39,654322,138361.0,-25.0,-226.0,975.0,-291.0,-418.0,-132.0,-13.9,0.9,1.1,U
42,1617363,207278.0,288.0,-46.0,958.0,-421.0,-423.0,-45.0,0.0,2.6,0.7,L
18,237985,41521.0,-40.0,-973.0,83.0,250.0,-234.0,-318.0,-3.3,-1.1,2.1,R
13,1062583,144609.0,-15.0,-1010.0,226.0,238.0,-219.0,-334.0,-2.1,-20.2,-5.3,L
35,889214,122934.0,-28.0,-1001.0,105.0,262.0,-231.0,-316.0,-5.5,-6.5,6.0,L
30,653873,138305.0,17.0,-170.0,966.0,-295.0,-424.0,-102.0,3.7,-10.0,-0.7,U
18,450747,64643.0,-400.0,-902.0,0.0,283.0,-145.0,-252.0,-31.0,43.4,-12.7,S
21,605931,87521.0,56.0,-1023.0,222.0,238.0,-201.0,-294.0,11.5,-3.4,-4.4,R
30,316014,51278.0,-24.0,-1032.0,143.0,258.0,-172.0,-256.0,2.6,8.1,1.0,R
6,1615564,207053.0,323.0,-47.0,983.0,-418.0,-405.0,-36.0,4.6,8.1,10.4,L
39,100428,13492.0,1.0,-153.0,1000.0,-232.0,-438.0,-97.0,-1.6,-2.0,2.3,D
7,92760,19893.0,-1012.0,-1222.0,411.0,186.0,-184.0,-406.0,-65.6,-2.4,-24.2,S
36,524544,70659.0,166.0,-187.0,958.0,-100.0,-474.0,-42.0,-12.5,27.2,2.7,L
28,1758185,224885.0,218.0,-214.0,982.0,-319.0,-450.0,-64.0,2.9,0.5,-1.4,R
18,896008,117097.0,157.0,-124.0,995.0,-162.0,-466.0,-55.0,-2.1,1.1,6.7,L
65,217880,46962.0,-43.0,86.0,1001.0,142.0,-75.0,-67.0,-0.2,2.2,1.1,W
3,1046269,187361.0,-27.0,-158.0,846.0,-253.0,-411.0,-145.0,20.3,2.8,15.8,U
55,1916316,244653.0,201.0,-120.0,994.0,-330.0,-454.0,-63.0,2.9,5.3,0.3,R
54,317214,51428.0,13.0,-1007.0,113.0,262.0,-195.0,-250.0,-4.8,0.2,1.1,R
50,1916078,244622.0,147.0,-163.0,996.0,-324.0,-460.0,-52.0,0.1,1.7,2.2,R
13,791907,104085.0,-58.0,-301.0,701.0,-183.0,-469.0,-40.0,-48.9,-29.1,108.8,L
42,1323901,170591.0,115.0,66.0,1004.0,-576.0,-187.0,-133.0,-1.3,0.2,1.3,L
20,351447,52230.0,-190.0,-692.0,-192.0,298.0,-106.0,-142.0,39.5,61.5,-4.9,S
33,74280,17580.0,82.0,-1035.0,250.0,231.0,-193.0,-351.0,6.4,-8.8,-3.4,S
41,220968,84186.0,10.0,-80.0,1037.0,-345.0,-412.0,-99.0,-0.2,-2.3,7.4,R
71,154489,39037.0,-9.0,351.0,966.0,66.0,-103.0,-123.0,0.0,1.4,2.8,W
42,1167732,157753.0,-51.0,-1006.0,47.0,273.0,-204.0,-303.0,-0.9,0.0,1.1,L
101,277798,43024.0,-41.0,-1003.0,-37.0,282.0,-181.0,-265.0,3.7,1.1,-1.8,S
14,286822,55578.0,-232.0,94.0,1375.0,144.0,-142.0,-69.0,-11.5,-4.7,-12.3,W
43,987352,179992.0,6.0,-80.0,1043.0,-264.0,-427.0,-108.0,1.0,-0.5,2.4,U
53,1783446,228041.0,227.0,-182.0,949.0,-360.0,-444.0,-45.0,-0.7,1.8,2.1,R
36,2340659,304384.0,1.0,-1000.0,45.0,291.0,-225.0,-309.0,3.9,-1.7,1.2,D
4,1844587,235685.0,158.0,-153.0,931.0,-249.0,-477.0,-42.0,8.3,8.7,10.0,R
26,287422,55653.0,-193.0,302.0,919.0,147.0,-103.0,-4.0,89.5,-22.2,5.0,W
9,278479,91373.0,117.0,45.0,1026.0,-382.0,-417.0,-84.0,-12.2,-0.9,3.7,R
19,107211,33125.0,-34.0,468.0,896.0,22.0,-94.0,-165.0,0.6,-0.4,2.7,W
25,343542,43898.0,-120.0,-185.0,909.0,-171.0,-447.0,-99.0,7.4,14.0,-2.1,D
24,464963,63209.0,138.0,-3.0,997.0,-87.0,-466.0,-78.0,2.7,-3.7,2.8,L
22,2112570,275871.0,35.0,-1075.0,-1.0,280.0,-249.0,-304.0,-8.1,0.6,0.8,D
37,434053,55211.0,72.0,-120.0,1007.0,-232.0,-453.0,-78.0,-3.2,-4.5,1.9,D
46,1509011,200415.0,-76.0,-963.0,-146.0,328.0,-211.0,-201.0,-2.1,-1.1,5.3,U
27,2084491,272359.0,10.0,-1019.0,119.0,264.0,-250.0,-334.0,-8.4,-10.7,21.0,D
41,1162851,201936.0,226.0,-75.0,864.0,-220.0,-468.0,-58.0,21.2,-31.3,33.6,U
38,211572,36847.0,-13.0,-105.0,970.0,-261.0,-450.0,-93.0,9.2,-10.1,-0.2,D
41,1858687,237447.0,281.0,-111.0,971.0,-330.0,-457.0,-28.0,-13.3,-3.7,-21.6,R
5,308204,39480.0,146.0,-207.0,1054.0,-255.0,-466.0,-64.0,-2.1,13.1,10.1,D
44,1323990,170603.0,114.0,57.0,988.0,-574.0,-198.0,-129.0,0.3,2.3,1.3,L
33,1063602,144734.0,4.0,-990.0,139.0,250.0,-267.0,-363.0,0.5,-4.0,-0.4,L
5,639862,136555.0,-88.0,-147.0,980.0,-318.0,-387.0,-153.0,3.9,2.5,6.3,U
39,345413,62903.0,-104.0,326.0,1000.0,73.0,-97.0,-108.0,6.3,9.0,5.1,W
29,1323240,170510.0,86.0,62.0,1015.0,-570.0,-196.0,-129.0,4.4,0.0,5.9,L
51,654922,138436.0,13.0,-186.0,955.0,-300.0,-409.0,-121.0,11.9,-18.4,11.4,U
27,1406792,180953.0,229.0,132.0,975.0,-579.0,-208.0,-40.0,0.5,-0.7,1.6,L
37,520400,121617.0,-23.0,-110.0,941.0,-214.0,-427.0,-114.0,5.4,-0.7,6.3,U
1,186223,33678.0,-156.0,114.0,1106.0,-309.0,-396.0,-148.0,-31.5,0.6,8.8,D
34,2199810,286778.0,34.0,-991.0,96.0,256.0,-237.0,-337.0,-3.3,3.7,0.2,D
63,2143531,279740.0,-68.0,-1042.0,19.0,280.0,-219.0,-301.0,-2.5,0.2,7.3,D
42,645206,85742.0,312.0,-190.0,942.0,12.0,-450.0,25.0,-3.4,0.4,3.4,L
56,655161,138467.0,47.0,-166.0,928.0,-301.0,-426.0,-108.0,2.3,-8.8,10.9,U
26,888764,122878.0,-20.0,-1015.0,132.0,253.0,-225.0,-306.0,1.0,-5.1,6.5,L
44,587752,93203.0,-211.0,62.0,1172.0,115.0,-91.0,-64.0,24.2,12.1,16.8,W
13,1161440,201761.0,35.0,-121.0,1019.0,-276.0,-451.0,-90.0,1.5,-1.6,4.7,U
16,1639893,210091.0,387.0,-129.0,933.0,-423.0,-421.0,-25.0,-1.8,-3.0,1.1,L
63,1406021,187540.0,-33.0,-992.0,50.0,283.0,-214.0,-261.0,-3.7,-2.0,0.7,U
61,444953,67396.0,-128.0,-1000.0,113.0,243.0,-193.0,-277.0,-3.0,3.5,0.2,R
48,22455,13203.0,78.0,-31.0,1017.0,-264.0,-456.0,-81.0,1.1,0.4,6.9,U
8,1470941,195659.0,39.0,-809.0,-71.0,300.0,-232.0,-157.0,-79.4,5.6,40.9,U
7,2240520,291865.0,-107.0,-985.0,-121.0,334.0,-192.0,-231.0,2.3,4.4,2.6,D
7,635992,91278.0,30.0,-940.0,41.0,247.0,-222.0,-316.0,-14.0,15.8,-12.5,R
17,432200,110592.0,204.0,31.0,988.0,-448.0,-406.0,-40.0,-3.1,-2.1,4.5,R
9,1844825,235716.0,105.0,-144.0,988.0,-232.0,-471.0,-46.0,21.5,-1.1,15.6,R
32,889065,122915.0,-15.0,-1003.0,123.0,261.0,-240.0,-318.0,-2.8,-6.2,5.4,L
13,351087,52186.0,-622.0,-846.0,-119.0,276.0,-121.0,-250.0,-64.6,29.4,47.1,S
29,496583,81803.0,-78.0,-58.0,782.0,177.0,-88.0,19.0,69.0,-34.2,4.1,W
45,1865042,244921.0,-192.0,-909.0,-325.0,336.0,-151.0,-106.0,-4.0,1.8,8.9,U
53,397244,50611.0,72.0,-123.0,1020.0,-252.0,-457.0,-58.0,1.3,-1.1,0.0,D
16,577343,128736.0,-116.0,-272.0,928.0,-216.0,-409.0,-165.0,-2.8,6.3,8.8,U
55,331701,98030.0,133.0,6.0,1056.0,-348.0,-439.0,-69.0,-0.9,-9.8,17.0,R
57,469642,78434.0,-160.0,72.0,1008.0,121.0,-111.0,-63.0,-6.7,-3.2,3.0,W
46,310299,39736.0,19.0,-232.0,988.0,-228.0,-454.0,-91.0,0.4,-0.7,1.1,D
35,211422,36828.0,-1.0,-105.0,1013.0,-258.0,-439.0,-99.0,8.4,-10.5,0.0,D
39,1758756,224953.0,167.0,-214.0,960.0,-315.0,-450.0,-70.0,5.4,-0.2,1.8,R
60,1405871,187521.0,-59.0,-996.0,18.0,286.0,-208.0,-259.0,-3.8,1.8,1.3,U
35,1404612,187365.0,-33.0,-972.0,64.0,270.0,-226.0,-297.0,-5.2,3.4,-1.2,U
20,496132,81746.0,66.0,-620.0,740.0,208.0,-148.0,79.0,-62.3,16.7,18.3,W
4,151160,38618.0,134.0,-168.0,1058.0,160.0,-220.0,-52.0,-23.5,42.8,24.7,W
56,1138783,154134.0,-111.0,-1035.0,81.0,265.0,-228.0,-339.0,-0.1,-14.7,1.8,L
0,1444970,192409.0,106.0,-1081.0,186.0,223.0,-244.0,-322.0,14.0,5.8,-7.7,U
14,93120,19936.0,-173.0,-489.0,12.0,294.0,-160.0,-241.0,7.9,79.2,-27.0,S
76,239452,49656.0,4.0,122.0,1000.0,127.0,-82.0,-72.0,-1.6,2.4,3.1,W
29,655815,92385.0,11.0,-237.0,1007.0,-195.0,-462.0,-90.0,-0.7,1.4,0.5,D
24,376550,66796.0,-188.0,-429.0,668.0,205.0,-138.0,57.0,18.3,-4.6,12.3,W
13,519232,121473.0,3.0,-245.0,984.0,-231.0,-442.0,-114.0,6.0,-1.3,9.9,U
55,21720,11011.0,-153.0,-998.0,217.0,228.0,-186.0,-342.0,-4.0,2.3,0.0,S
40,468771,78328.0,-231.0,106.0,939.0,109.0,-93.0,-66.0,3.3,9.8,0.9,W
33,79575,20347.0,14.0,-222.0,918.0,-249.0,-418.0,-124.0,1.1,2.8,5.1,U
66,646408,85892.0,304.0,-176.0,929.0,10.0,-441.0,21.0,-2.6,3.4,1.9,L
20,209549,34493.0,-179.0,-539.0,-117.0,295.0,-120.0,-189.0,18.8,68.5,-25.9,S
98,348351,63271.0,-142.0,266.0,952.0,93.0,-67.0,-106.0,-0.4,2.0,1.9,W
10,268452,34511.0,90.0,-181.0,1003.0,-241.0,-472.0,-63.0,0.7,8.4,4.3,D
57,353277,52461.0,-83.0,-988.0,142.0,244.0,-195.0,-336.0,-0.7,5.0,1.2,S
32,468382,78278.0,-158.0,151.0,929.0,147.0,-118.0,-16.0,126.8,-13.3,11.6,W
37,1809485,231285.0,286.0,-144.0,955.0,-369.0,-430.0,-28.0,-4.1,2.7,5.8,R
3,1639205,210010.0,600.0,-460.0,607.0,-424.0,-406.0,-30.0,6.7,-12.6,55.7,L
24,187362,33822.0,-181.0,14.0,1009.0,-289.0,-405.0,-127.0,-0.2,0.2,1.2,D
10,1757285,224772.0,325.0,28.0,913.0,-319.0,-450.0,-63.0,-17.4,2.1,-24.0,R
49,21420,10974.0,-139.0,-984.0,213.0,222.0,-181.0,-348.0,1.5,-1.6,2.3,S
92,119511,34662.0,-32.0,618.0,754.0,94.0,-117.0,-90.0,92.2,-0.2,15.8,W
32,379977,55799.0,90.0,-1043.0,168.0,243.0,-132.0,-274.0,59.0,-17.7,1.7,S
57,397453,50636.0,68.0,-136.0,984.0,-247.0,-454.0,-70.0,-0.5,0.3,0.0,D
61,2341926,304540.0,-75.0,-985.0,31.0,273.0,-220.0,-327.0,0.0,-0.9,1.9,D
83,56084,63573.0,107.0,-75.0,1017.0,-375.0,-421.0,-79.0,-1.2,1.3,2.7,R
24,1914788,244460.0,222.0,-130.0,965.0,-345.0,-445.0,-51.0,0.4,2.1,-1.6,R
2,946304,130071.0,27.0,-976.0,138.0,255.0,-204.0,-270.0,14.0,-19.1,-1.1,L
31,524304,70627.0,132.0,-180.0,969.0,-156.0,-481.0,-31.0,15.5,-17.7,97.4,L
3,2442898,317165.0,-95.0,-963.0,-59.0,304.0,-178.0,-270.0,2.9,-7.3,3.6,D
40,1758846,224960.0,211.0,-197.0,982.0,-319.0,-447.0,-73.0,6.5,-1.0,2.0,R
17,589945,78834.0,165.0,-206.0,986.0,-43.0,-460.0,-54.0,0.0,-3.8,9.3,L
49,54404,63361.0,112.0,-61.0,1024.0,-370.0,-424.0,-73.0,-0.7,0.4,1.4,R
10,1403351,187209.0,-4.0,-991.0,117.0,238.0,-231.0,-304.0,0.2,11.0,-0.7,U
29,465204,63240.0,143.0,-19.0,1004.0,-81.0,-454.0,-67.0,-1.6,0.2,2.3,L
17,99219,13355.0,-14.0,-157.0,994.0,-231.0,-441.0,-103.0,0.0,-2.3,1.4,D
71,1406412,187590.0,-72.0,-1014.0,41.0,286.0,-211.0,-264.0,2.1,-1.1,0.3,U
55,354705,54741.0,-40.0,1.0,1015.0,-288.0,-442.0,-90.0,0.7,-5.1,0.8,D
64,1367852,176085.0,12.0,127.0,1036.0,-577.0,-166.0,-87.0,3.3,1.2,-1.3,L
30,637132,91421.0,-87.0,-996.0,125.0,249.0,-217.0,-294.0,-0.6,0.2,4.9,R
77,562162,90003.0,-99.0,131.0,996.0,117.0,-60.0,-75.0,2.8,-0.6,2.6,W
58,2243070,292184.0,50.0,-976.0,65.0,273.0,-262.0,-319.0,2.3,1.8,-0.4,D
11,985732,179792.0,-47.0,-103.0,987.0,-270.0,-430.0,-123.0,-3.0,-11.0,12.9,U
22,1808646,231191.0,319.0,-119.0,958.0,-385.0,-438.0,-15.0,-1.8,-2.1,3.4,R
14,768320,107821.0,-106.0,-1027.0,60.0,273.0,-198.0,-267.0,-5.5,-1.8,7.4,L
53,428601,73303.0,35.0,81.0,1000.0,135.0,-141.0,-60.0,-0.9,-1.4,1.8,W
68,863009,112972.0,196.0,-244.0,980.0,69.0,-397.0,-10.0,1.7,1.1,1.6,L
45,2085391,272471.0,29.0,-1013.0,117.0,262.0,-258.0,-337.0,0.7,6.0,0.2,D
32,627256,88816.0,62.0,-89.0,1019.0,-234.0,-454.0,-72.0,-0.7,2.7,3.5,D
24,1845577,235810.0,79.0,-73.0,1098.0,-151.0,-475.0,-60.0,2.4,0.0,-1.8,R
9,21986,3698.0,35.0,-96.0,1092.0,-252.0,-451.0,-90.0,-3.5,-0.4,9.8,D
6,1364942,175722.0,62.0,41.0,972.0,-577.0,-132.0,-87.0,-2.0,7.7,23.8,L
5,400189,106592.0,115.0,30.0,1018.0,-360.0,-442.0,-63.0,-3.6,-8.2,-33.5,R
64,498325,82021.0,-90.0,34.0,996.0,138.0,-63.0,-37.0,2.4,0.4,2.9,W
56,345104,44092.0,0.0,-171.0,1025.0,-210.0,-447.0,-99.0,0.1,-2.9,-0.4,D
28,303229,94467.0,90.0,-122.0,977.0,-372.0,-426.0,-72.0,12.3,-16.1,9.1,R
27,186200,43000.0,-17.0,-215.0,997.0,159.0,-144.0,-45.0,-27.3,24.2,29.4,W
56,238461,49531.0,8.0,173.0,1022.0,126.0,-73.0,-75.0,0.9,-0.2,1.3,W
46,354253,54685.0,-42.0,5.0,1023.0,-285.0,-438.0,-90.0,0.4,0.7,2.2,D
14,344151,62746.0,6.0,-34.0,1413.0,159.0,-142.0,-49.0,-56.7,19.3,18.2,W
35,520280,121605.0,-27.0,-144.0,987.0,-225.0,-441.0,-123.0,5.1,-1.4,3.0,U
9,1779813,234271.0,-25.0,-1006.0,9.0,267.0,-195.0,-262.0,-18.3,-1.7,-6.5,U
26,1022593,139609.0,-26.0,-990.0,26.0,264.0,-219.0,-274.0,-6.3,-15.8,-3.7,L
27,1933802,253521.0,-88.0,-942.0,-320.0,340.0,-180.0,-93.0,-0.8,-2.5,-0.2,U
45,1405120,187428.0,6.0,-1022.0,90.0,273.0,-231.0,-279.0,1.5,-12.8,1.6,U
11,983893,134771.0,-295.0,-1028.0,78.0,253.0,-249.0,-345.0,-34.3,-22.9,-31.0,L
31,1535951,203784.0,-60.0,-974.0,-283.0,340.0,-214.0,-111.0,0.4,-2.1,-2.5,U
1,191862,24936.0,135.0,-213.0,984.0,-229.0,-460.0,-70.0,6.8,0.6,5.8,D
40,350934,55640.0,-21.0,-1008.0,108.0,247.0,-202.0,-282.0,-7.9,-6.5,-2.2,R
30,233609,37499.0,-280.0,-1202.0,208.0,202.0,-127.0,-322.0,6.4,-80.8,59.3,S
85,189168,43362.0,-60.0,346.0,965.0,55.0,-99.0,-130.0,-1.9,-1.3,2.2,W
40,312987,47424.0,40.0,-970.0,235.0,198.0,-150.0,-349.0,3.7,-33.1,-16.5,S
26,1137283,153946.0,-46.0,-1053.0,197.0,240.0,-211.0,-309.0,-15.5,4.4,6.1,L
22,309042,39586.0,12.0,-238.0,1007.0,-223.0,-456.0,-85.0,2.3,-0.2,0.9,D
25,99640,13405.0,-7.0,-158.0,984.0,-228.0,-444.0,-99.0,1.3,1.0,2.4,D
42,303920,94555.0,81.0,-61.0,1026.0,-375.0,-430.0,-79.0,-0.9,-0.2,2.2,R
2,214760,46568.0,-244.0,92.0,948.0,207.0,-138.0,22.0,60.4,-22.9,14.7,W
5,275365,46196.0,-216.0,-984.0,195.0,262.0,-274.0,-322.0,-10.3,-5.8,-2.7,R
21,1204542,162353.0,46.0,-954.0,63.0,264.0,-190.0,-253.0,5.5,7.5,24.9,L
29,1047560,187523.0,-43.0,-122.0,1003.0,-220.0,-427.0,-121.0,7.7,1.0,7.4,U
107,437152,74371.0,-15.0,-479.0,748.0,205.0,-190.0,66.0,-42.0,15.6,20.3,W
39,987110,179967.0,-26.0,-91.0,1035.0,-262.0,-435.0,-100.0,3.9,-3.9,7.3,U
22,1082899,191942.0,78.0,-109.0,1001.0,-273.0,-439.0,-91.0,-1.4,2.5,3.8,U
13,1109511,195267.0,-21.0,-196.0,849.0,-273.0,-441.0,-96.0,11.0,-7.0,-3.9,U
26,1845720,235822.0,105.0,-67.0,1022.0,-150.0,-472.0,-55.0,2.1,-0.1,-0.7,R
48,80325,20441.0,-99.0,-207.0,991.0,-232.0,-411.0,-138.0,4.9,0.7,6.4,U
33,100030,13455.0,-15.0,-146.0,1017.0,-228.0,-447.0,-90.0,2.1,0.1,-0.6,D
69,318140,59496.0,-82.0,213.0,1003.0,93.0,-96.0,-85.0,-0.5,3.5,1.8,W
13,349584,55471.0,3.0,-1004.0,122.0,258.0,-201.0,-288.0,0.0,12.1,-5.9,R
81,118940,34593.0,36.0,216.0,1523.0,96.0,-172.0,-135.0,-64.9,-4.2,-3.9,W
39,497094,81865.0,-71.0,142.0,1071.0,130.0,-76.0,-55.0,-6.0,-15.3,10.2,W
17,768470,107840.0,-24.0,-982.0,71.0,270.0,-196.0,-268.0,-12.7,-3.3,4.0,L
53,217279,46887.0,-95.0,102.0,1010.0,139.0,-76.0,-79.0,-2.1,4.4,0.2,W
61,55005,63436.0,115.0,-68.0,1016.0,-375.0,-433.0,-72.0,-0.2,-0.1,2.2,R
55,95159,20193.0,11.0,-973.0,302.0,198.0,-222.0,-388.0,2.8,3.0,-0.4,S
64,453026,64930.0,-64.0,-1001.0,269.0,192.0,-216.0,-399.0,26.5,10.4,-20.4,S
20,2513277,325965.0,-8.0,-981.0,51.0,252.0,-273.0,-379.0,3.8,3.3,-6.8,D
23,2513427,325984.0,104.0,-974.0,107.0,264.0,-282.0,-372.0,1.5,2.6,-5.6,D
45,432476,62361.0,-214.0,-1061.0,415.0,162.0,-205.0,-426.0,-5.4,-26.6,15.0,S
8,1505316,193272.0,311.0,-300.0,899.0,-270.0,-475.0,-28.0,-12.4,4.9,38.6,L
21,52993,63186.0,113.0,-44.0,1023.0,-366.0,-427.0,-66.0,1.1,-0.8,-0.3,R
19,1311311,175703.0,6.0,-968.0,123.0,247.0,-231.0,-357.0,-3.5,-6.0,1.6,L
20,99369,13373.0,0.0,-169.0,976.0,-235.0,-442.0,-109.0,-0.9,-2.2,2.8,D
13,2339489,304240.0,-93.0,-1031.0,-44.0,307.0,-213.0,-276.0,5.1,-2.3,1.0,D
34,1864445,244853.0,-88.0,-996.0,-248.0,327.0,-181.0,-151.0,-19.0,6.8,14.9,U
34,1022983,139659.0,46.0,-1007.0,85.0,273.0,-223.0,-289.0,0.2,18.2,-10.8,L
8,175859,30280.0,-651.0,-1074.0,50.0,237.0,-169.0,-336.0,-29.8,15.6,24.5,S
8,268363,34498.0,96.0,-178.0,1003.0,-246.0,-466.0,-64.0,1.1,10.2,3.7,D
27,2340209,304328.0,-1.0,-1005.0,33.0,300.0,-226.0,-285.0,3.2,2.7,1.7,D
20,19980,10793.0,482.0,-825.0,510.0,232.0,-124.0,-297.0,141.2,-7.9,0.2,S
19,613311,133236.0,-117.0,-80.0,1002.0,-307.0,-394.0,-147.0,2.3,3.2,4.6,U
29,1808975,231235.0,304.0,-105.0,973.0,-373.0,-433.0,-30.0,0.5,2.5,1.8,R
71,891014,123159.0,-30.0,-999.0,94.0,268.0,-303.0,-352.0,-3.9,3.7,-0.1,L
17,379227,55705.0,-443.0,-826.0,-86.0,282.0,-148.0,-253.0,-56.8,40.6,17.5,S
4,177986,34021.0,-60.0,-997.0,114.0,256.0,-231.0,-313.0,-3.9,1.8,-1.8,R
50,331557,97998.0,98.0,-69.0,1018.0,-355.0,-433.0,-78.0,-0.2,-4.3,3.7,R
6,1405807,180822.0,154.0,108.0,982.0,-600.0,-153.0,-55.0,1.4,-14.3,47.6,L
2,21647,3655.0,103.0,-21.0,1042.0,-298.0,-450.0,-75.0,-12.3,12.8,5.1,D
35,1617003,207235.0,299.0,-69.0,980.0,-420.0,-415.0,-49.0,3.0,2.3,1.7,L
13,626295,88697.0,71.0,-52.0,1005.0,-240.0,-460.0,-73.0,-2.8,0.4,1.9,D
12,1507301,200203.0,-56.0,-983.0,-17.0,267.0,-240.0,-319.0,24.5,19.5,7.0,U
47,1811073,238178.0,-39.0,-1000.0,-179.0,340.0,-180.0,-160.0,3.0,0.4,-1.6,U
63,469941,78471.0,-152.0,54.0,1001.0,126.0,-121.0,-49.0,1.7,1.3,2.8,W
34,1782486,227922.0,259.0,-180.0,965.0,-355.0,-432.0,-43.0,-0.2,2.6,2.7,R
33,1846026,235866.0,94.0,-100.0,994.0,-151.0,-471.0,-63.0,-0.2,1.6,-0.5,R
10,985670,179786.0,-81.0,-114.0,941.0,-277.0,-420.0,-120.0,1.2,-13.8,16.3,U
31,2370509,308115.0,105.0,-992.0,175.0,241.0,-255.0,-379.0,0.0,-2.4,8.4,D
20,2339849,304284.0,-32.0,-988.0,15.0,304.0,-220.0,-285.0,-8.8,5.0,-1.4,D
38,1864652,244878.0,-37.0,-846.0,-303.0,343.0,-178.0,-94.0,-16.7,6.1,3.2,U
9,343913,62715.0,-276.0,421.0,1396.0,147.0,-124.0,-87.0,15.9,-37.3,-1.1,W
35,53682,63273.0,134.0,-73.0,975.0,-372.0,-441.0,-75.0,-2.3,0.4,3.1,R
58,238551,49543.0,14.0,147.0,1010.0,114.0,-79.0,-67.0,-2.8,-2.6,3.2,W
12,51120,14686.0,-377.0,-416.0,-74.0,277.0,-154.0,-252.0,-31.8,98.4,-24.5,S
46,180086,34284.0,14.0,-985.0,37.0,270.0,-214.0,-270.0,11.7,3.7,-1.6,R
16,278808,91417.0,40.0,-69.0,992.0,-384.0,-420.0,-84.0,2.7,4.1,-0.4,R
31,287660,55684.0,1.0,244.0,1175.0,99.0,-123.0,-69.0,30.1,24.2,-2.2,W
28,644516,85655.0,332.0,-197.0,869.0,12.0,-444.0,30.0,-11.9,-0.2,-1.3,L
57,531683,86190.0,-68.0,33.0,1036.0,135.0,-135.0,-33.0,2.5,2.2,2.1,W
22,1063033,144665.0,-239.0,-1041.0,133.0,252.0,-261.0,-360.0,-7.9,-19.3,4.4,L
30,1845879,235847.0,78.0,-105.0,992.0,-151.0,-475.0,-61.0,1.0,0.7,1.1,R
34,380097,55811.0,-2.0,-1123.0,242.0,211.0,-141.0,-315.0,49.3,-35.2,10.2,S
34,557663,81484.0,-97.0,-1006.0,80.0,259.0,-190.0,-246.0,-7.7,-12.5,-5.8,R
55,1997431,261478.0,29.0,-998.0,-22.0,276.0,-223.0,-291.0,-2.4,2.3,-0.7,D
11,545961,124811.0,-93.0,-233.0,994.0,-238.0,-412.0,-148.0,12.3,3.2,18.6,U
26,351747,52268.0,167.0,-952.0,196.0,253.0,-112.0,-237.0,68.1,6.7,-3.3,S
51,432776,62399.0,-127.0,-900.0,268.0,205.0,-228.0,-399.0,-35.4,6.9,0.0,S
1,585623,92934.0,-121.0,-32.0,1046.0,162.0,-204.0,-61.0,-10.5,2.8,-12.1,W
37,274588,42624.0,54.0,-895.0,16.0,264.0,-207.0,-307.0,9.0,-3.0,6.7,S
53,381027,55930.0,-21.0,-902.0,124.0,231.0,-187.0,-357.0,-2.2,11.8,-7.9,S
21,1446011,192540.0,-115.0,-1004.0,-130.0,298.0,-202.0,-187.0,-34.3,4.7,-8.4,U
20,2409689,313015.0,-25.0,-651.0,-18.0,-429.0,-444.0,-474.0,-7.6,-1.0,14.8,D
36,851775,118253.0,-112.0,-983.0,20.0,270.0,-262.0,-300.0,1.2,3.7,-3.7,L
22,450926,64668.0,-229.0,-706.0,-79.0,300.0,-144.0,-189.0,-4.4,72.2,-12.9,S
24,22736,3792.0,-24.0,-128.0,1011.0,-237.0,-439.0,-102.0,0.1,0.1,3.3,D
14,1082510,191892.0,40.0,-103.0,1007.0,-279.0,-448.0,-94.0,-2.0,1.1,2.7,U
50,153439,38906.0,-61.0,325.0,907.0,63.0,-94.0,-126.0,-12.1,3.9,7.7,W
6,850276,118065.0,-274.0,-973.0,446.0,198.0,-174.0,-331.0,-11.9,-74.6,0.7,L
41,352497,52361.0,-200.0,-987.0,308.0,192.0,-210.0,-408.0,-23.8,-20.5,9.3,S
7,524842,77384.0,-139.0,-922.0,36.0,240.0,-190.0,-306.0,-12.8,7.8,11.9,R
44,433550,110761.0,112.0,-55.0,1023.0,-378.0,-420.0,-76.0,-9.3,-9.6,15.8,R
18,1322700,170441.0,157.0,-7.0,975.0,-570.0,-208.0,-124.0,2.1,5.6,-0.8,L
33,488990,117692.0,38.0,-23.0,1042.0,-270.0,-435.0,-88.0,0.8,1.8,5.8,U
2,1808823,237896.0,107.0,-1128.0,292.0,223.0,-226.0,-340.0,3.9,13.0,-0.9,U
35,193572,25148.0,7.0,-203.0,986.0,-207.0,-453.0,-90.0,0.1,-0.1,3.0,D
